ردیف,نام کالا,برند,قیمت فروش به ریال
3862,لوازم سیلندر ترمز چرخ عقب پژو405 (لبه دار),مجد,"1,573,775"
3863,لوازم سیلندر ترمز چرخ عقب پژو405 (بدون لبه),مجد,"1,573,775"
3864,لوازم شیرفرمان پژو206,مجد,"6,750,040"
3865,لوله روغن ریز پالستیكي(پژو1800),مجد,"1,105,610"
3866,لوله روغن ریز فلزي(پژو2000),مجد,"2,108,065"
3867,لوله هواكشX2,مجد,"1,559,285"
3868,لوله هواكشx5,مجد,"3,679,195"
3869,لوله هواكشX5 دوگانه,مجد,"3,758,545"
3870,لوله هواكش پشت سیني فن(چاكدار),مجد,"819,950"
3871,لوله هواكش موتور پراید,مجد,"1,638,635"
3872,لوله هواكش موتور پراید(CNG),مجد,"1,290,415"
3873,لوله هواكش یك سربیضي,مجد,"819,950"
3874,مپ سنسورCNG,مجد,"11,521,620"
3875,مپ سنسور پژو(2اورینگ),مجد,"11,521,620"
3876,مپ سنسور پژو206,مجد,"11,521,620"
3877,مپ سنسور پژو405 ساژم(خرگوشي),مجد,"11,521,620"
3878,مپ سنسور پیكان,مجد,"11,521,620"
3879,مپ سنسور زیمنس شاهین طرح كروز(SSAT),مجد,"11,521,620"
3880,مپ سنسور ساژم مدل بوش تك اورینگ,مجد,"11,521,620"
3881,مپ سنسور ساژم مدل بوش تك اورینگ(برعكس),مجد,"10,055,255"
3882,مجموعه كامل موتورفن پراید,مجد,"56,869,110"
3883,مجموعه كامل موتورفن پژو206,مجد,"58,958,200"
3884,مجموعه منبع انبساط تیبا(باشیلنگ تخلیه),مجد,"8,100,370"
3885,مجموعه منبع انبساط تیبا(قدیم),مجد,"4,234,875"
3886,مدول بخاري پژو,مجد,"19,326,440"
3887,مغزي سوئیچ استارتL90,مجد,"20,853,870"
3888,مغزي سوئیچ استارت پراید,مجد,"14,754,155"
3889,مغزي سوئیچ استارت پژو206,مجد,"10,369,550"
3890,مغزي سوئیچ استارت پژو405-سمند-پارس,مجد,"14,976,680"
3891,مغزي سوئیچ استارت پیكان,مجد,"4,567,915"
3892,مغزي سوئیچ استارت دنا,مجد,"18,271,660"
3893,مغزي فندك پراید,مجد,"4,160,585"
3894,مغزي فندك پژو206,مجد,"4,783,310"
3895,مغزي فندك پژو405,مجد,"4,160,585"
3896,مقاومت فن پراید سرامیكي,مجد,"2,308,740"
3897,مقاومت فن پراید طرح206,مجد,"2,272,400"
3898,مقاومت فن پژو206,مجد,"2,272,400"
3899,مگنت دلكو پژو2000,مجد,"20,723,000"
3900,منبع انبساط پراید جدید(پیچي),مجد,"3,589,265"
3901,منبع انبساط پراید جدید پیچي(كامل),مجد,"5,308,515"
3902,منبع انبساط پراید قدیم(باشیلنگ90درجه),مجد,"3,803,510"
3903,منبع انبساط پراید قدیم(بدون شیلنگ90درجه),مجد,"3,397,560"
3904,منبع انبساط پژو206 تیپ2,مجد,"10,023,285"
3905,منبع انبساط پژو206 تیپ5,مجد,"8,527,480"
3906,منبع انبساط تیبا(بدون شیلنگ تخلیه),مجد,"5,206,625"
3907,منجید اگزوز پژو405، و سمند ،پیكانRD و آریسان,مجد,"691,035"
3908,منجید اگزوز پراید,مجد,"691,035"
3909,منجید اگزوز پژو206,مجد,"691,035"
3910,منجید اگزوز جدید پژو1800,مجد,"697,015"
3911,مهره استپ ترمز پراید,مجد,"2,503,665"
3912,مهره استپ ترمز پژو206 تیپ5,مجد,"4,950,520"
3913,مهره استپ ترمز پژو405,مجد,"2,036,650"
3914,مهره آب2 فیش آبي پیكان(كاربراتور),مجد,"3,939,555"
3915,مهره آب2 فیش توسي پژو405 (2گانه سوز),مجد,"2,634,650"
3916,مهره آب2 فیش سبز,مجد,"2,366,930"
3917,مهره آب2 فیش مشكي پراید,مجد,"2,457,090"
3918,مهره آب2 فیش مشكي پژو,مجد,"2,457,090"
3919,مهره آب3 فیش آبي پیكان(انژكتور),مجد,"3,794,080"
3920,مهره آب3 فیش سبز پیكان(انژكتور),مجد,"3,647,110"
3921,مهره آب پراید سرتخت,مجد,"1,312,265"
3922,مهره آب پراید سرگرد,مجد,"1,245,335"
3923,مهره درب باك پژو405 (صفردرجه),مجد,"2,372,795"
3924,مهره دنده عقب پراید,مجد,"5,638,680"
3925,مهره دنده عقب پژو206,مجد,"4,227,515"
3926,مهره دنده عقب نیسان,مجد,"4,810,910"
3927,مهره روغن پژو206,مجد,"3,159,740"
3928,مهره روغن پژو405,مجد,"2,999,775"
3929,مهره سه كاره كولر پژو405,مجد,"11,521,620"
3930,موتور تهویه7 فیش پارس مولتي پلكس(چپ),مجد,"17,169,040"
3931,موتور تهویه7 فیش پارس مولتي پلكس(راست),مجد,"17,169,040"
3932,موتور چراغ پژو206,مجد,"12,744,990"
3933,موتور فنL90,مجد,"60,246,545"
3934,موتور فن پراید تك دور,مجد,"46,146,050"
3935,موتور فن پراید دو دور,مجد,"50,572,400"
3936,موتور فن پژو206,مجد,"56,228,790"
3937,موتور فن پژو پیچي,مجد,"50,572,400"
3938,موتور فن پژو خاري,مجد,"50,572,400"
3939,میكرو رله پژو206 ،رانا ،سمند زرد40A,مجد,"2,209,840"
3940,میكرو رله پژو206 ،رانا ،سمند قهوه اي40A,مجد,"2,209,840"
3941,میكرو رله پژو206 ،رانا ،سمندآبي40A,مجد,"2,209,840"
3942,میكرو سوئیچ درب پژو جدید(باسیم),مجد,"1,641,050"
3943,میكرو سوئیچ درب پژو جدید(بدون سیم),مجد,"1,508,685"
3944,میني فیوز دوپا شیشه اي(10A),مجد,"96,025"
3945,میني فیوز دوپا شیشه اي(20A),مجد,"96,025"
3946,میني فیوز دوپا شیشه اي(30A),مجد,"96,025"
3947,میني فیوز دوپا شیشه اي(5A),مجد,"96,025"
3948,هد پمپ بنزینROA) RD قدیم),مجد,"14,582,460"
3949,هد پمپ بنزین پژو206 (بامتعلقات),مجد,"17,925,510"
3950,هد پمپ بنزین پژو صفردرجه(SLX)مدل بارگالتور(بامتعلقات),مجد,"16,133,235"
3951,هد پمپ بنزین پژو مدل بارگالتور7درجه(بامتعلقات),مجد,"16,133,235"
3952,هواكش موتور پراید(بافیلتر),مجد,"8,791,980"
3953,هواكش موتور پراید(بدون فیلتر),مجد,"6,539,820"
3954,هواكش موتور پراید بدون فیلتر طرحCNG (سوپاپ دار),مجد,"7,362,415"
3955,واشر ترموستات سمندEF7,مجد,"1,108,600"
3956,واشر درب سوپاپEF7,مجد,"6,394,345"
3957,واشر درب سوپاپ پرایدEURO4,مجد,"2,064,480"
3958,واشر درب سوپاپ پراید ژله اي,مجد,"3,195,160"
3959,واشر درب سوپاپ پژو2000 NBR,مجد,"3,911,955"
3960,واشر درب سوپاپ پژو206 NBR,مجد,"4,997,785"
3961,واشر درب سوپاپ پژو1800,مجد,"2,064,480"
3962,واشر درب سوپاپ پیكان(شیاردارطرح جدیدسیلیكون),مجد,"4,052,140"
3963,واشر درب گیربكس پژو206 تیپ2-3,مجد,"2,319,665"
3964,واشر دریچه گاز پراید(نسوز),مجد,"648,025"
3965,واشر دریچه گاز پژو1800 (نسوز),مجد,"421,935"
3966,واشر سرسیلندر پراید1/5 میل(دونیت),مجد,"10,196,475"
3967,واشر سرسیلندر پرایدEURO4 (فلزي3الیه),مجد,"6,878,380"
3968,واشر سرسیلندر پیكان1/5 میل(دونیت),مجد,"13,558,270"
3969,واشر سرسیلندر پیكان2 میل(دونیت),مجد,"15,756,265"
3970,واشر سرسیلندر سمندSTD) EF7),مجد,"39,513,655"
3971,واشر كاتالیزور پژو206 (شركتي),مجد,"1,602,870"
3972,واشر كامل واتر پمپ پراید(نسوز),مجد,"938,975"
3973,واشر كف كاربراتور پراید,مجد,"506,575"
3974,واشر گلویي اگزوز2 پیچ پراید( آهني آجدار),مجد,"513,130"
3975,واشر گلویي اگزوز3 پیچ پراید( آهني آجدار),مجد,"511,865"
3976,واشر گلویي اگزوز پیكان(2الیه آجدار),مجد,"991,875"
3977,واشر گلویي اگزوز تكي پژو1800 (گرافیتي),مجد,"2,282,635"
3978,واشر گلویي اگزوز تكي پژو1800 (استیل،شركتي),مجد,"3,651,480"
3979,واشر گلویي اگزوز تكي پژو206 (گرافیتي),مجد,"1,793,310"
3980,واشر گلویي گرد اگزوز پراید(تمام سیم),مجد,"1,673,020"
3981,واشر گلویي گرد اگزوز پراید(تمام گرافیت),مجد,"1,990,420"
3982,واشر منیفولد هوا سمندEF7 (فلزي),مجد,"1,076,515"
3983,واشر منیفولد دود پراید( آجدار),مجد,"1,239,240"
3984,واشر منیفولد دود پراید( آهني),مجد,"806,035"
3985,واشر منیفولد دود پژو206 تیپ5 (استیل),مجد,"865,605"
3986,واشر منیفولد دود پژو206 تیپ2 (استیل),مجد,"865,605"
3987,واشر منیفولد دود پیكان( آجدار),مجد,"1,447,505"
3988,واشر منیفولد دود سمندEF7,مجد,"1,195,540"
3989,واشر منیفولد هوا1800 ساژم(عینكي),مجد,"843,755"
3990,واشر منیفولد هوا پراید(نسوز),مجد,"1,281,560"
3991,واشر منیفولد هوا پژو1800 زیمنس جدید(عینكي),مجد,"866,295"
3992,واشر منیفولد هوا پژو2000,مجد,"1,142,640"
3993,واشر منیفولد هوا سمندEF7 (مشكي),مجد,"1,195,540"
3994,واشر هاللي كارتل پراید(سیلیكون),مجد,"907,235"
3995,وایر شمعROA-پیكان(انژكتور),مجد,"7,013,275"
3996,وایر شمع پراید انژكتور زیمنس,مجد,"8,552,665"
3997,وایر شمع پراید انژكتور ساژم,مجد,"8,747,015"
3998,وایر شمع پراید كاربراتور,مجد,"9,682,080"
3999,وایر شمع پژو1800-CNG انژكتور(تمام سلیكون),مجد,"8,708,720"
4000,وایر شمع پژو2000 كاربراتور( تمام سلیكون),مجد,"12,311,210"
4001,وایر شمع پژو206 تیپ5 (تمام سلیكون)( بوت),مجد,"4,130,225"
4002,وایر شمع پژو206تیپ2 (تمام سلیكون)( بوت),مجد,"4,286,280"
4003,وایر شمع پژو206 تیپ2 (طرح بوجیكرد)( بوت),مجد,"1,280,180"
4004,وایر شمع پیكان(كاربراتور),مجد,"8,785,425"
4005,وایر شمع تیبا,مجد,"9,311,780"
4006,وایر شمع زانتیا( بوت),مجد,"5,259,640"
4007,یونیت شیشه باالبر پژو,مجد,"6,882,520"
4008,یونیت فن پژو(دور زرد)(دما باال),مجد,"5,563,815"
4009,یونیت فن پژو(دورتوسي),مجد,"5,563,815"
4010,یونیت فن پژو(دورسبز)(دما پایین),مجد,"5,563,815"
4011,یونیت فن پژو(دورمشكي),مجد,"5,563,815"
4012,یونیت قفل مركزي پراید-پیكان,مجد,"3,894,475"
4013,یونیت قفل مركزي پژو405,مجد,"7,753,875"
4014,ابرویی زیر چراغ جلو پارس -راست,JPA,"691,656"
4015,ابرویی زیر چراغ جلو پراید سفید -چپ,JPA,"3,026,800"
4016,ابرویی زیر چراغ جلو پراید سفید -راست,JPA,"3,026,800"
4017,ابرویی زیر چراغ جلو پراید مشکی -چپ,JPA,"3,026,800"
4018,ابرویی زیر چراغ جلو پراید مشکی -راست,JPA,"3,026,800"
4019,ابرویی زیر چراغ جلو پراید نقره ای -چپ,JPA,"3,026,800"
4020,ابرویی زیر چراغ جلو پراید نقره ای -راست,JPA,"3,026,800"
4021,ابرویی زیر چراغ جلو پژو405 خاکستری -چپ,JPA,"884,856"
4022,ابرویی زیر چراغ جلو پژو405 خاکستری -راست,JPA,"884,856"
4023,ابرویی زیر چراغ جلو پژو405 متال -چپ,JPA,"884,856"
4024,ابرویی زیر چراغ جلو پژو405 متال -راست,JPA,"884,856"
4025,ابرویی زیر چراغ جلو پژو405 مشکی -چپ,JPA,"884,856"
4026,ابرویی زیر چراغ جلو پژو405 مشکی -راست,JPA,"884,856"
4027,ابرویی زیر چراغ جلو پژو405 نقره ای -چپ,JPA,"884,856"
4028,ابرویی زیر چراغ جلو پژو405 نقره ای -راست,JPA,"884,856"
4029,ابرویی زیر چراغ جلو پژو405 نوک مدادی -چپ,JPA,"884,856"
4030,ابرویی زیر چراغ جلو پژو405 نوک مدادی -راست,JPA,"884,856"
4031,ابرویی زیر چراغ جلو پژو پارس سفید -چپ,JPA,"918,344"
4032,ابرویی زیر چراغ جلو پژو پارس سفید -راست,JPA,"918,344"
4033,ابرویی زیر چراغ جلو پژو پارس مشکی -چپ,JPA,"918,344"
4034,ابرویی زیر چراغ جلو پژو پارس مشکی -راست,JPA,"918,344"
4035,ابرویی زیر چراغ جلو پژو پارس نقره ای -چپ,JPA,"918,344"
4036,ابرویی زیر چراغ جلو پژو پارس نقره ای -راست,JPA,"918,344"
4037,ابرویی زیر چراغ جلو پژو پارس نوک مدادی(خاکستری) -چپ,JPA,"918,344"
4038,ابرویی زیر چراغ جلو پژو پارس نوک مدادی(خاکستری) -راست,JPA,"918,344"
4039,ابرویی زیر چراغ عقب پراید -چپ,JPA,"5,783,120"
4040,ابرویی زیر چراغ عقب پراید -راست,JPA,"5,783,120"
4041,اتوماتیک استارت پراید - پیکان(طرح ولئو) دو زغاله,JPA,"17,774,400"
4042,اتوماتیک استارت پراید - پیکان و روآ(طرح ایسکرا),JPA,"17,774,400"
4043,اتوماتیک استارت پراید - نیسان(طرح ماندو),JPA,"17,774,400"
4044,اتوماتیک استارت پژو206 -رانا - سمندEF7 (طرح ولئو) -چهار زغاله,JPA,"17,774,400"
4045,اتوماتیک استارت پژو206 -رانا - سمندEF7 (طرح ولئو) -دو زغاله,JPA,"17,774,400"
4046,اتوماتیک استارت پژو206 طرح ایسکرا(کروز),JPA,"17,774,400"
4047,اتوماتیک استارت پژو405 -پارس -سمند - زانتیا(طرح ولئو) -چهار زغاله,JPA,"17,774,400"
4048,اتوماتیک استارت پژو405 -پارس -سمند - زانتیا(طرح ولئو) -دو زغاله,JPA,"17,774,400"
4049,اتوماتیک استارت پژو405 طرح ایسکرا(کروز),JPA,"17,774,400"
4050,اتوماتیک استارت تیبا(طرح ولئو) -چهار زغاله,JPA,"17,774,400"
4051,اتوماتیک استارت تیبا طرح ایسکرا(کروز),JPA,"17,774,400"
4052,استپ پدال ترمز پراید/مزدا وانت,JPA,"2,357,040"
4053,استپ پدال ترمز پژو405,JPA,"868,112"
4054,استپر موتور206 -TU3 (طرح جدید),JPA,"10,278,240"
4055,استپر موتور L90,JPA,"10,278,240"
4056,استپر موتور MVM110,JPA,"10,278,240"
4057,استپر موتور MVM315,JPA,"10,278,240"
4058,استپر موتور پراید و پیکان-زیمنس,JPA,"10,278,240"
4059,استپر موتور پراید و پیکان-سازم,JPA,"10,278,240"
4060,استپر موتور پراید و پیکان (پلیمری),JPA,"9,183,440"
4061,استپر موتور پراید و پیکان (پوسته فلزی),JPA,"10,548,720"
4062,استپر موتور پژو TU3-206 (طرح قدیم),JPA,"10,278,240"
4063,استپر موتور پژو 405,JPA,"10,278,240"
4064,استپر موتور پژو 405 (پلیمری),JPA,"8,024,240"
4065,استپر موتور پژو 405 (پوسته فلزی),JPA,"10,548,720"
4066,استپر موتور وانت نیسان,JPA,"10,278,240"
4067,انگشتی سوپاپ 1-2 راست پراید یورو 2,JPA,"3,426,080"
4068,انگشتی سوپاپ 1-2 راست پراید یورو 4,JPA,"8,294,720"
4069,انگشتی سوپاپ 3-4 چپ پراید یورو 2,JPA,"3,426,080"
4070,انگشتی سوپاپ 3-4 چپ پراید یورو 4,JPA,"8,294,720"
4071,انگشتی سوپاپ تیبا,JPA,"8,719,760"
4072,اورینگ پمپ بنزین پراید,JPA,"435,344"
4073,اورینگ پمپ بنزین پژو 206 و رانا,JPA,"1,352,400"
4074,اورینگ پمپ بنزین پژو 405-صفر درجه,JPA,"1,352,400"
4075,اورینگ پمپ بنزین پژو 405-هفت درجه,JPA,"1,545,600"
4076,اورینگ پمپ بنزین پیکان,JPA,"786,968"
4077,اورینگ پمپ بنزین تیبا هدف فلزی,JPA,"519,064"
4078,اورینگ پمپ بنزین روآ,JPA,"1,352,400"
4079,اورینگ ترموستات پراید,JPA,"119,784"
4080,اورینگ ترموستات پژو,JPA,"99,176"
4081,اورینگ درجه گاز L90,JPA,"488,152"
4082,اورینگ سوزن انژکتور پراید و پیکان (زیمنس),JPA,"485,576"
4083,اورینگ سوزن انژکتور پژو 206,JPA,"485,576"
4084,اورینگ کامل پایه فیلتر پژو 206 تیپ 2,JPA,"739,312"
4085,اورینگ کامل پایه فیلتر پژو 206 تیپ 5,JPA,"757,344"
4086,اورینگ منیفولد L90,JPA,"488,152"
4087,اورینگ واتر پمپ پژو TU3 206,JPA,"168,728"
4088,اورینگ واتر پمپ پژو TU5 206,JPA,"168,728"
4089,اورینگ واتر پمپ سمند EF7,JPA,"204,792"
4090,اورینگ هوژینگ ترموستات پژو 206 تیپ 2,JPA,"350,336"
4091,اورینگ هوژینگ ترموستات پژو 206 تیپ 5,JPA,"311,696"
4092,اورینگ هوژینگ ترموستات پژو 206 تیپ 3,JPA,"26,919,200"
4093,اویل پمپ 206-تیپ 3-21(دندانه),JPA,"26,919,200"
4094,اویل پمپ 206-تیپ 3-29(دندانه),JPA,"28,516,320"
4095,اویل پمپ 206-تیپ 5,JPA,"28,516,320"
4096,اویل پمپ پراید -طرح قدیم,JPA,"21,677,040"
4097,اویل پمپ پیکان انژکتور,JPA,"23,016,560"
4098,اویل پمپ پیکان کاربراتوری,JPA,"23,016,560"
4099,اویل پمپ تیبا و پراید جدید,JPA,"21,677,040"
4100,اویل پمپ سمندEF7,JPA,"26,919,200"
4101,اویل پمپ شاهین,JPA,"22,952,160"
4102,اویل پمپ وانت نیسان,JPA,"25,502,400"
4103,اهرم بخواب صندلی پراید جدید -راست,JPA,"18,791,920"
4104,اهرم بخواب صندلی پراید قدیم -چپ,JPA,"12,261,760"
4105,اهرم بخواب صندلی پراید قدیم -راست,JPA,"12,261,760"
4106,اهرم ترمز دستی پراید(جدید),JPA,"7,856,800"
4107,اهرم ترمز دستی پژو405 ، سمند و پارس(بژ),JPA,"9,389,520"
4108,اهرم ترمز دستی پژو405 ، سمند و پارس(مشکی),JPA,"9,389,520"
4109,اهرم ترمز دستی تیبا,JPA,"9,196,320"
4110,اهرم تنظیم بخواب صندلی405 بژ -چپ,JPA,"785,680"
4111,اهرم تنظیم بخواب صندلی405 بژ -راست,JPA,"785,680"
4112,اهرم تنظیم بخواب صندلی405 مشکی -چپ,JPA,"785,680"
4113,اهرم تنظیم بخواب صندلی405 مشکی -راست,JPA,"785,680"
4114,اهرم خارجی انتخابگر دنده پژو206 گیربکسBE,JPA,"4,430,720"
4115,اهرم خارجی انتخابگر دنده پژو405 وR2,JPA,"4,508,000"
4116,اهرم دوشاخ کالچ پراید یورو4 (پری دمپر),JPA,"2,576,000"
4117,اهرم دوشاخ کالچ تیبا، ساینا و کوئیک,JPA,"3,606,400"
4118,اهرم دوشاخ کالچ قدیم پراید,JPA,"2,537,360"
4119,اهرم رگالژ لنت عقب تیبا,JPA,"2,640,400"
4120,اهرم رگالژ لنت عقب چپ پراید,JPA,"3,413,200"
4121,اهرم رگالژ لنت عقب چپ پیکان و آریسان,JPA,"4,095,840"
4122,اهرم رگالژ لنت عقب راست پراید,JPA,"3,413,200"
4123,اهرم رگالژ لنت عقب راست پیکان و آریسان,JPA,"4,095,840"
4124,اهرم کالچ آردی,JPA,"8,024,240"
4125,آچار چرخ پراید,JPA,"2,073,680"
4126,آچار چرخ پژو206 و رانا,JPA,"2,279,760"
4127,آچار چرخ پژو405 و پارس و سمند,JPA,"2,215,360"
4128,آچار چرخ تیبا,JPA,"2,279,760"
4129,آچار چرخ چهار سر,JPA,"8,668,240"
4130,آفتابگیر تیبا -چپ,JPA,"5,873,280"
4131,آفتابگیر تیبا -راست,JPA,"5,873,280"
4132,آفتابگیر سمند(خاکستری) -چپ,JPA,"10,226,720"
4133,آفتابگیر سمند(خاکستری) -راست,JPA,"10,226,720"
4134,آینه برقی ساینا و کوئیک -چپ,JPA,"23,892,400"
4135,آینه برقی ساینا و کوئیک -راست,JPA,"23,892,400"
4136,آینه پژو206 برقی سمت چپ با فالپ,JPA,"27,872,320"
4137,آینه پژو206 برقی سمت راست با فالپ,JPA,"27,872,320"
4138,آینه پژو206 مکانیکی سمت چپ با فالپ,JPA,"17,748,640"
4139,آینه پژو206 مکانیکی سمت راست با فالپ,JPA,"17,748,640"
4140,آینه پژو405 -برقی سمت چپ با لچکی,JPA,"17,156,160"
4141,آینه پژو405 -برقی سمت راست با لچکی,JPA,"17,156,160"
4142,آینه پژو405 -مکانیکی سمت چپ با لچکی,JPA,"11,166,960"
4143,آینه پژو405 -مکانیکی سمت راست با لچکی,JPA,"11,166,960"
4144,آینه پژو405 (راهنمادار) -برقی سمت چپ با فالپ,JPA,"24,240,160"
4145,آینه پژو405 (راهنمادار) -برقی سمت راست با فالپ,JPA,"24,240,160"
4146,آینه پژو405 طرح جدید -برقی سمت چپ,JPA,"17,284,960"
4147,آینه پژو405 طرح جدید -برقی سمت راست,JPA,"17,284,960"
4148,آینه پژو405 طرح جدید -دستی سمت چپ,JPA,"11,424,560"
4149,آینه پژو405 طرح جدید -دستی سمت راست,JPA,"11,424,560"
4150,آینه پژو پارس(راهنمادار) -برقی سمت چپ با فالپ,JPA,"27,434,400"
4151,آینه پژو پارس(راهنمادار) -برقی سمت راست با فالپ,JPA,"27,434,400"
4152,آینه داخل,JPA,"3,323,040"
4153,آینه کامل پژو207 برقی سمت چپ با فالپ سفید,JPA,"41,705,440"
4154,آینه کامل پژو207 برقی سمت راست با فالپ سفید,JPA,"41,705,440"
4155,آینه کامل پژو207 برقی سمت راست با فالپ مشکی,JPA,"40,043,920"
4156,آینه کامل تاشو پراید - چپ(بسته بندی نایلون),JPA,"6,053,600"
4157,آینه کامل تاشو پراید - چپ(جعبه دوتایی),JPA,"6,311,200"
4158,آینه کامل تاشو پراید - راست(بسته بندی نایلون),JPA,"6,053,600"
4159,آینه کامل تاشو پراید - راست(جعبه دوتایی),JPA,"6,311,200"
4160,آینه کامل تاشو پیکان باردو -چپ,JPA,"9,260,720"
4161,آینه کامل تاشو پیکان باردو -راست,JPA,"9,260,720"
4162,آینه کامل تاشو پیکان وانت -چپ,JPA,"6,311,200"
4163,آینه کامل تاشو پیکان وانت -راست,JPA,"6,311,200"
4164,آینه کامل تاشو تیبا برقی -راست,JPA,"20,092,800"
4165,آینه کامل دنا پالس برقی سمت چپ با فالپ,JPA,"63,421,120"
4166,آینه کامل دنا پالس برقی سمت راست با فالپ,JPA,"63,421,120"
4167,آینه کامل رانا پالس برقی سمت چپ با فالپ,JPA,"43,534,400"
4168,آینه کامل رانا پالس برقی سمت راست با فالپ,JPA,"43,534,400"
4169,آینه نیسان قاب بزرگ با لچکی فلزی -راست,JPA,"19,242,720"
4170,بازویی دنده عقب(چپقی) گیربکس پراید,JPA,"1,661,520"
4171,بازویی عصایی برف پاک کن پراید,JPA,"3,851,120"
4172,بازویی عصایی برف پاک کن پژو206 و207 -چپ,JPA,"6,877,920"
4173,بازویی عصایی برف پاک کن پژو206 و207 -راست,JPA,"6,877,920"
4174,بازویی عصایی برف پاک کن پژو405 -چپ,JPA,"4,868,640"
4175,بازویی عصایی برف پاک کن پژو405 -راست,JPA,"4,868,640"
4176,بازویی عصایی برف پاک کن تیبا -چپ,JPA,"4,778,480"
4177,بازویی عصایی برف پاک کن تیبا -راست,JPA,"4,778,480"
4178,بازویی عصایی برف پاک کن سمند -چپ,JPA,"4,971,680"
4179,بازویی عصایی برف پاک کن سمند -راست,JPA,"4,971,680"
4180,بازوئی اتاق206 - (چپ),JPA,"23,235,520"
4181,بازوئی اتاق206 - (راست),JPA,"23,235,520"
4182,بازوئی اتاق405 - (چپ),JPA,"34,016,080"
4183,بازوئی اتاق405 - (راست),JPA,"34,016,080"
4184,بازوئی چرخ405 (ABS) -چپ,JPA,"31,633,280"
4185,بازوئی چرخ405 (ABS) -راست,JPA,"31,633,280"
4186,بازوئی چرخ عقب پژو206 SD -چپ,JPA,"26,223,680"
4187,بازوئی چرخ عقب پژو206 SD -راست,JPA,"26,223,680"
4188,بچه کارتر(قاب نردبانی) سمندEF7,JPA,"56,143,920"
4189,براکت پایه چراغ پراید -چپ,JPA,"966,000"
4190,براکت پایه چراغ پراید -راست,JPA,"966,000"
4191,براکت رادیاتور پژو206,JPA,"206,080"
4192,براکت رادیاتور پلیمری پراید,JPA,"795,984"
4193,براکت رادیاتور تیبا دو,JPA,"1,052,296"
4194,براکت رادیاتور تیبا یک,JPA,"932,512"
4195,بست(منجید) اگزوز پراید,JPA,"461,104"
4196,بست(منجید) اگزوز پژو206 و رانا,JPA,"461,104"
4197,بست(منجید) اگزوز پژو405,JPA,"461,104"
4198,بست(منجید) اگزوز پیکان,JPA,"395,416"
4199,بست(منجید) اگزوز تیبا,JPA,"933,800"
4200,بست(منجید) اگزوز سمند,JPA,"519,064"
4201,بست اگزوز پژو405 (جفت),JPA,"1,236,480"
4202,بست باطری کامل پراید,JPA,"2,112,320"
4203,بست باطری کامل پژو405,JPA,"2,112,320"
4204,بست باطری کامل پیکان,JPA,"1,065,176"
4205,بست پالستیکی دکمه ای پژو405,JPA,"106,904"
4206,بست پیچی پلوس82*65,JPA,"425,040"
4207,بست پیچی شیلنگ30*20,JPA,"450,800"
4208,بست خاری(لق گیر) زیر دسته دنده پژو405,JPA,"569,296"
4209,بست روی رام پژو405 (بست پالستیکی فاصله ساز دوخانه),JPA,"113,344"
4210,بلبرینگ بزرگ گیربکس نیسان(6308NRC3),JPA,"9,698,640"
4211,بلبرینگ تسمه تایمL90 -ساعتی,JPA,"22,102,080"
4212,بلبرینگ تسمه تایم206 ساعتی(VKM13253) - تیپ2,JPA,"19,551,840"
4213,بلبرینگ تسمه تایم206 ساعتی(VKM13256) - تیپ5,JPA,"21,252,000"
4214,بلبرینگ تسمه تایم405 (RAT2008) (VKM13100),JPA,"7,753,760"
4215,بلبرینگ تسمه تایم پراید(GT20040),JPA,"7,573,440"
4216,بلبرینگ تسمه تایم سمند(EF7) ساعتی(F -553676/02),JPA,"21,252,000"
4217,بلبرینگ ته شفت ثانویه گیربکس پژو405 (N41627),JPA,"13,781,600"
4218,بلبرینگ ته شفت ثانویه گیربکس پژو206 (BC1 -0013DD),JPA,"13,433,840"
4219,بلبرینگ ته شفت اولیه گیربکس پراید(63042RS C3),JPA,"4,211,760"
4220,بلبرینگ ته شفت اولیه گیربکس پژو206 (6305/2RS N C3),JPA,"5,370,960"
4221,بلبرینگ ته شفت دوم گیربکس پراید(32204),JPA,"4,817,120"
4222,بلبرینگ ته شفت دینام پراید(B8 -23D),JPA,"2,653,280"
4223,بلبرینگ ته شفت دینام پژو405 (60032RS),JPA,"1,506,960"
4224,بلبرینگ ته میل لنگ پراید -دینام پیکان و پژو - فرمان پراید(62022RS/C3),JPA,"1,648,640"
4225,بلبرینگ چرخ جلو206 تیپ2 و ساینا(BAH -0051B) (GB40547),JPA,"15,134,000"
4226,بلبرینگ چرخ جلو405 (GB40574) (BAH0185B),JPA,"16,666,720"
4227,بلبرینگ چرخ جلوL90 مگنتی(12807) (BA2B633028ABS),JPA,"23,802,240"
4228,بلبرینگ چرخ جلو پراید قدیم(JL69349/10),JPA,"5,615,680"
4229,بلبرینگ چرخ جلو پراید، تیبا، ساینا و کوئیک(BT2B445620),JPA,"11,566,240"
4230,بلبرینگ چرخ جلو پراید، تیبا، ساینا و کوئیک تقویتی(BT2B443952T),JPA,"13,601,280"
4231,بلبرینگ چرخ جلو پژو405 مگنتی(R159/44),JPA,"19,551,840"
4232,بلبرینگ چرخ جلو نیسان جدید- بزرگ(13687/21),JPA,"6,298,320"
4233,بلبرینگ چرخ جلو نیسان قدیم(48548/10),JPA,"5,924,800"
4234,بلبرینگ چرخ عقب206 (DU2505237) (FC12025),JPA,"8,294,720"
